,v,vw,o,c,h,l,t,n
292,211294.0,1.3361,1.34044,1.33348,1.34584,1.32878,2011-12-08 08:00:00,211294
293,189334.0,1.3358,1.33347,1.33799,1.34329,1.32805,2011-12-09 08:00:00,189334
294,25874.0,1.3354,1.33806,1.33343,1.33806,1.33329,2011-12-11 08:00:00,25874
295,212132.0,1.324,1.33343,1.31999,1.33562,1.31597,2011-12-12 08:00:00,212132
296,236172.0,1.3131,1.32002,1.3033,1.32357,1.30079,2011-12-13 08:00:00,236172
297,215411.0,1.2998,1.3033,1.29869,1.30636,1.2944,2011-12-14 08:00:00,215411
298,216156.0,1.301,1.29869,1.30359,1.30488,1.2956,2011-12-15 08:00:00,216156
299,159842.0,1.3033,1.30359,1.30399,1.30832,1.2994,2011-12-16 08:00:00,159842
300,30143.0,1.3014,1.30391,1.29933,1.30423,1.29818,2011-12-18 08:00:00,30143
301,152480.0,1.3015,1.29933,1.30031,1.30428,1.29868,2011-12-19 08:00:00,152480
302,161954.0,1.3078,1.30031,1.31114,1.31307,1.30028,2011-12-20 08:00:00,161954
303,183363.0,1.308,1.31116,1.30421,1.31981,1.30241,2011-12-21 08:00:00,183363
304,151450.0,1.306,1.30419,1.3067,1.3118,1.30158,2011-12-22 08:00:00,151450
305,86445.0,1.306,1.30672,1.30404,1.30955,1.30252,2011-12-23 08:00:00,86445
306,3015.0,1.3053,1.30316,1.30577,1.30586,1.30316,2011-12-25 08:00:00,3015
307,34235.0,1.306,1.30577,1.30757,1.30811,1.30411,2011-12-26 08:00:00,34235
308,84628.0,1.3069,1.30758,1.30621,1.30822,1.30557,2011-12-27 08:00:00,84628
309,135595.0,1.2994,1.30621,1.2928,1.30794,1.28858,2011-12-28 08:00:00,135595
310,160645.0,1.2918,1.2928,1.29406,1.29636,1.2857,2011-12-29 08:00:00,160645
311,134765.0,1.2947,1.29406,1.29581,1.29976,1.29026,2011-12-30 08:00:00,134765
312,2450.0,1.2927,1.29339,1.2921,1.29463,1.29194,2012-01-01 08:00:00,2450
313,51142.0,1.2947,1.29215,1.2978,1.2988,1.29158,2012-01-02 08:00:00,51142
314,166606.0,1.303,1.2978,1.30347,1.3076,1.29727,2012-01-03 08:00:00,166606
315,197171.0,1.2972,1.30347,1.29225,1.30718,1.28967,2012-01-04 08:00:00,197171
316,227737.0,1.2832,1.29225,1.27807,1.29427,1.27688,2012-01-05 08:00:00,227737
317,164859.0,1.2758,1.27807,1.27136,1.28116,1.26961,2012-01-06 08:00:00,164859
318,28895.0,1.2686,1.26929,1.26936,1.27045,1.26649,2012-01-08 08:00:00,28895
319,188745.0,1.2751,1.26935,1.27794,1.27843,1.26925,2012-01-09 08:00:00,188745
320,199297.0,1.2778,1.27795,1.27408,1.28172,1.27273,2012-01-10 08:00:00,199297
321,216203.0,1.2717,1.27408,1.27157,1.27892,1.26606,2012-01-11 08:00:00,216203
322,252587.0,1.2776,1.27156,1.28287,1.28439,1.2698,2012-01-12 08:00:00,252587
323,243008.0,1.2753,1.28286,1.26742,1.28772,1.26229,2012-01-13 08:00:00,243008
324,38592.0,1.2643,1.26314,1.2643,1.26566,1.26248,2012-01-15 08:00:00,38592
325,164444.0,1.2672,1.26429,1.27253,1.27357,1.26318,2012-01-16 08:00:00,164444
326,196312.0,1.2754,1.27253,1.27822,1.28082,1.27101,2012-01-17 08:00:00,196312
327,231064.0,1.2816,1.27822,1.28575,1.28777,1.2733,2012-01-18 08:00:00,231064
328,194427.0,1.2904,1.28575,1.29614,1.29711,1.28381,2012-01-19 08:00:00,194427
329,147806.0,1.2927,1.29616,1.29273,1.29853,1.28859,2012-01-20 08:00:00,147806
330,20565.0,1.289,1.28764,1.28944,1.29073,1.28743,2012-01-22 08:00:00,20565
331,175188.0,1.2989,1.28944,1.29964,1.30515,1.28843,2012-01-23 08:00:00,175188
332,176307.0,1.3007,1.29963,1.30191,1.30617,1.29523,2012-01-24 08:00:00,176307
333,191727.0,1.3024,1.30189,1.31121,1.31194,1.29299,2012-01-25 08:00:00,191727
334,182549.0,1.3133,1.3112,1.31025,1.3183,1.30765,2012-01-26 08:00:00,182549
335,176432.0,1.314,1.31024,1.32134,1.32327,1.30792,2012-01-27 08:00:00,176432
336,27318.0,1.319,1.32214,1.3176,1.32234,1.31694,2012-01-29 08:00:00,27318
337,176285.0,1.3131,1.31762,1.31909,1.31982,1.30757,2012-01-30 08:00:00,176285
338,209442.0,1.3135,1.31908,1.30656,1.3213,1.30409,2012-01-31 08:00:00,209442
339,215285.0,1.3145,1.30656,1.31648,1.32175,1.3025,2012-02-01 08:00:00,215285
340,198591.0,1.314,1.3165,1.31303,1.31913,1.30843,2012-02-02 08:00:00,198591
341,176228.0,1.3138,1.31303,1.31514,1.32046,1.30651,2012-02-03 08:00:00,176228
342,27578.0,1.3105,1.31098,1.3085,1.31302,1.30796,2012-02-05 08:00:00,27578
343,199949.0,1.3079,1.30853,1.31002,1.31403,1.30265,2012-02-06 08:00:00,199949
344,213433.0,1.3182,1.31002,1.32426,1.32692,1.3095,2012-02-07 08:00:00,213433
345,217598.0,1.3261,1.32426,1.32749,1.32873,1.3213,2012-02-08 08:00:00,217598
346,223152.0,1.3282,1.32749,1.326,1.33212,1.32332,2012-02-09 08:00:00,223152
347,165996.0,1.3216,1.326,1.31961,1.32833,1.31546,2012-02-10 08:00:00,165996
348,39783.0,1.3234,1.32034,1.32496,1.32601,1.32,2012-02-12 08:00:00,39783
349,185201.0,1.3224,1.32498,1.31587,1.3283,1.31442,2012-02-13 08:00:00,185201
350,224630.0,1.315,1.31587,1.3165,1.32148,1.3079,2012-02-14 08:00:00,224630
351,247931.0,1.31,1.31651,1.30163,1.31896,1.30064,2012-02-15 08:00:00,247931
352,225040.0,1.3045,1.30161,1.31282,1.3158,1.29732,2012-02-16 08:00:00,225040
353,146159.0,1.3152,1.31282,1.31405,1.31966,1.31141,2012-02-17 08:00:00,146159
354,42182.0,1.3208,1.31803,1.32081,1.3236,1.3171,2012-02-19 08:00:00,42182
355,152837.0,1.3236,1.32084,1.32689,1.32921,1.31811,2012-02-20 08:00:00,152837
356,203889.0,1.3242,1.32689,1.32247,1.32906,1.31975,2012-02-21 08:00:00,203889
357,179970.0,1.3238,1.32247,1.32566,1.32659,1.3211,2012-02-22 08:00:00,179970
358,187121.0,1.3315,1.32566,1.33687,1.33783,1.32531,2012-02-23 08:00:00,187121
359,152612.0,1.342,1.33687,1.34459,1.34853,1.3356,2012-02-24 08:00:00,152612
360,32399.0,1.3458,1.34601,1.34486,1.34775,1.34422,2012-02-26 08:00:00,32399
361,191752.0,1.3407,1.34486,1.34349,1.34633,1.33651,2012-02-27 08:00:00,191752
362,208194.0,1.3443,1.34349,1.34827,1.34844,1.3388,2012-02-28 08:00:00,208194
363,243042.0,1.3397,1.34828,1.33458,1.34843,1.33136,2012-02-29 08:00:00,243042
364,213971.0,1.3319,1.33458,1.32979,1.33552,1.3281,2012-03-01 08:00:00,213971
365,193723.0,1.323,1.3298,1.31982,1.33066,1.3186,2012-03-02 08:00:00,193723
366,35808.0,1.3197,1.31909,1.31987,1.32125,1.31817,2012-03-04 08:00:00,35808
367,216978.0,1.3205,1.31986,1.3194,1.32407,1.31592,2012-03-05 08:00:00,216978
368,201103.0,1.3142,1.3194,1.31369,1.32079,1.31021,2012-03-06 08:00:00,201103
369,183368.0,1.3135,1.31369,1.31709,1.31771,1.30953,2012-03-07 08:00:00,183368
370,198849.0,1.3234,1.31709,1.32663,1.329,1.31648,2012-03-08 08:00:00,198849
371,170664.0,1.3173,1.32663,1.31164,1.32697,1.30957,2012-03-09 08:00:00,170664
372,22021.0,1.3102,1.31008,1.30948,1.31235,1.3084,2012-03-11 08:00:00,22021
373,152901.0,1.3126,1.30949,1.31817,1.31901,1.30776,2012-03-12 08:00:00,152901
374,168360.0,1.3101,1.31817,1.30758,1.31848,1.30507,2012-03-13 08:00:00,168360
375,182269.0,1.3043,1.30758,1.30274,1.30891,1.30027,2012-03-14 08:00:00,182269
376,171604.0,1.3063,1.30277,1.30932,1.31183,1.30141,2012-03-15 08:00:00,171604
377,140231.0,1.3119,1.30933,1.31702,1.3186,1.30479,2012-03-16 08:00:00,140231
378,14950.0,1.3171,1.31745,1.317,1.31855,1.31606,2012-03-18 08:00:00,14950
379,142930.0,1.3193,1.31702,1.32338,1.32641,1.31407,2012-03-19 08:00:00,142930
380,173470.0,1.3221,1.32338,1.32671,1.32823,1.31713,2012-03-20 08:00:00,173470
381,183625.0,1.3233,1.32671,1.32264,1.3284,1.31776,2012-03-21 08:00:00,183625
382,195723.0,1.318,1.32262,1.32071,1.32535,1.31323,2012-03-22 08:00:00,195723
383,168558.0,1.325,1.32073,1.32658,1.32924,1.31895,2012-03-23 08:00:00,168558
384,21860.0,1.327,1.32695,1.32642,1.32835,1.32597,2012-03-25 08:00:00,21860
385,169225.0,1.329,1.32642,1.33511,1.33667,1.31908,2012-03-26 08:00:00,169225
386,156634.0,1.3339,1.3351,1.33278,1.33844,1.3311,2012-03-27 08:00:00,156634
387,184889.0,1.3324,1.33278,1.3324,1.33726,1.32762,2012-03-28 08:00:00,184889
388,197329.0,1.3298,1.33241,1.33471,1.33584,1.32506,2012-03-29 08:00:00,197329
389,166030.0,1.3343,1.3347,1.33387,1.33755,1.33083,2012-03-30 08:00:00,166030
390,25826.0,1.3349,1.33577,1.3333,1.33751,1.33303,2012-04-01 08:00:00,25826
391,183012.0,1.3329,1.33328,1.33391,1.33794,1.32771,2012-04-02 08:00:00,183012
392,216393.0,1.3291,1.33391,1.32001,1.33664,1.31823,2012-04-03 08:00:00,216393
393,206383.0,1.3152,1.32001,1.31457,1.3211,1.31057,2012-04-04 08:00:00,206383
394,170402.0,1.3083,1.31459,1.30677,1.31632,1.30339,2012-04-05 08:00:00,170402
395,57335.0,1.3079,1.30677,1.30902,1.31115,1.30459,2012-04-06 08:00:00,57335
396,21995.0,1.3064,1.31004,1.30565,1.31032,1.30315,2012-04-08 08:00:00,21995
397,112043.0,1.3096,1.30565,1.31307,1.31432,1.30472,2012-04-09 08:00:00,112043
398,201998.0,1.3088,1.31306,1.30898,1.31368,1.30531,2012-04-10 08:00:00,201998
399,207183.0,1.3118,1.30898,1.31323,1.3156,1.30872,2012-04-11 08:00:00,207183
400,210136.0,1.3157,1.31323,1.31662,1.32116,1.31009,2012-04-12 08:00:00,210136
401,170481.0,1.3128,1.3166,1.30728,1.31825,1.30683,2012-04-13 08:00:00,170481
402,35534.0,1.3035,1.30641,1.30181,1.30742,1.30079,2012-04-15 08:00:00,35534
403,203028.0,1.306,1.30184,1.31147,1.31467,1.29937,2012-04-16 08:00:00,203028
404,181179.0,1.3129,1.31147,1.31216,1.31714,1.30893,2012-04-17 08:00:00,181179
405,183062.0,1.3101,1.31216,1.31161,1.31362,1.3057,2012-04-18 08:00:00,183062
406,219435.0,1.3123,1.31161,1.31408,1.31647,1.30684,2012-04-19 08:00:00,219435
407,155019.0,1.3184,1.31408,1.32044,1.32269,1.31276,2012-04-20 08:00:00,155019
408,24124.0,1.3193,1.31814,1.31908,1.32091,1.31814,2012-04-22 08:00:00,24124
409,164635.0,1.3145,1.3191,1.31485,1.31966,1.31034,2012-04-23 08:00:00,164635
410,188373.0,1.3183,1.31485,1.31935,1.32169,1.31471,2012-04-24 08:00:00,188373
411,180921.0,1.3208,1.31934,1.32228,1.32353,1.31724,2012-04-25 08:00:00,180921
412,180435.0,1.3221,1.3223,1.31982,1.32618,1.31757,2012-04-26 08:00:00,180435
413,170178.0,1.3221,1.31978,1.32485,1.3269,1.31561,2012-04-27 08:00:00,170178
414,19447.0,1.3238,1.32345,1.32456,1.3247,1.32291,2012-04-29 08:00:00,19447
415,145844.0,1.3233,1.32456,1.32422,1.32657,1.32069,2012-04-30 08:00:00,145844
416,123686.0,1.3243,1.32422,1.32279,1.32833,1.32033,2012-05-01 08:00:00,123686
417,174040.0,1.3162,1.32279,1.31438,1.32305,1.31209,2012-05-02 08:00:00,174040
418,161363.0,1.3146,1.31438,1.31546,1.31791,1.30944,2012-05-03 08:00:00,161363
419,146930.0,1.3128,1.31546,1.30779,1.31773,1.30778,2012-05-04 08:00:00,146930
420,58459.0,1.2981,1.30088,1.29805,1.30316,1.29537,2012-05-06 08:00:00,58459
421,183184.0,1.3029,1.29805,1.30277,1.30646,1.29723,2012-05-07 08:00:00,183184
422,224889.0,1.3008,1.30278,1.29645,1.30426,1.29643,2012-05-08 08:00:00,224889
423,245677.0,1.2955,1.29644,1.29404,1.29974,1.29103,2012-05-09 08:00:00,245677
424,199842.0,1.2947,1.29405,1.29216,1.29781,1.2904,2012-05-10 08:00:00,199842
425,165875.0,1.2931,1.29216,1.29117,1.29563,1.29044,2012-05-11 08:00:00,165875
426,34068.0,1.2891,1.28991,1.28882,1.29031,1.28777,2012-05-13 08:00:00,34068
427,208248.0,1.2853,1.28882,1.28356,1.28962,1.2813,2012-05-14 08:00:00,208248
428,218609.0,1.2797,1.28355,1.27241,1.28679,1.27206,2012-05-15 08:00:00,218609
429,279466.0,1.2723,1.27241,1.27431,1.27579,1.26803,2012-05-16 08:00:00,279466
430,264899.0,1.2705,1.27431,1.2678,1.27478,1.26606,2012-05-17 08:00:00,264899
431,227507.0,1.2708,1.26782,1.27779,1.27931,1.26412,2012-05-18 08:00:00,227507
432,40750.0,1.2785,1.27607,1.27933,1.28117,1.27472,2012-05-20 08:00:00,40750
433,207516.0,1.2774,1.27934,1.27856,1.28232,1.27242,2012-05-21 08:00:00,207516
434,254370.0,1.2735,1.27856,1.26691,1.28064,1.26441,2012-05-22 08:00:00,254370
435,291084.0,1.2611,1.26691,1.25803,1.26863,1.25442,2012-05-23 08:00:00,291084
436,261940.0,1.2561,1.25803,1.25248,1.26187,1.25146,2012-05-24 08:00:00,261940
437,197751.0,1.2542,1.25246,1.25139,1.26016,1.24948,2012-05-25 08:00:00,197751
438,32154.0,1.2577,1.25734,1.25945,1.25962,1.25589,2012-05-27 08:00:00,32154
439,153793.0,1.2562,1.25947,1.25331,1.26234,1.25083,2012-05-28 08:00:00,153793
440,243333.0,1.2517,1.25331,1.24612,1.25737,1.24559,2012-05-29 08:00:00,243333
441,266700.0,1.242,1.2461,1.23694,1.24796,1.2357,2012-05-30 08:00:00,266700
442,255067.0,1.2381,1.23694,1.23458,1.24274,1.23226,2012-05-31 08:00:00,255067
443,269713.0,1.2368,1.23457,1.24307,1.2459,1.22866,2012-06-01 08:00:00,269713
444,34920.0,1.2403,1.24142,1.24056,1.24412,1.23846,2012-06-03 08:00:00,34920
445,221993.0,1.2074,1.24056,1.25217,1.25413,1.2412,2012-06-04 08:00:00,221993
446,237394.0,1.2454,1.25217,1.24993,1.25325,1.24086,2012-06-05 08:00:00,237394
447,257895.0,1.2517,1.24993,1.25647,1.25844,1.244,2012-06-06 08:00:00,257895
448,263349.0,1.257,1.25647,1.252,1.26244,1.25126,2012-06-07 08:00:00,263349
449,208278.0,1.2477,1.25198,1.25134,1.25277,1.24341,2012-06-08 08:00:00,208278
450,48138.0,1.264,1.26352,1.26287,1.26671,1.2616,2012-06-10 08:00:00,48138
451,245299.0,1.2544,1.26287,1.24934,1.2646,1.24465,2012-06-11 08:00:00,245299
452,264222.0,1.2491,1.24936,1.24907,1.25281,1.24414,2012-06-12 08:00:00,264222
453,248996.0,1.2547,1.24906,1.25719,1.26096,1.24846,2012-06-13 08:00:00,248996
454,252742.0,1.2586,1.25719,1.26357,1.26414,1.2541,2012-06-14 08:00:00,252742
455,189756.0,1.2624,1.26355,1.2633,1.26638,1.25909,2012-06-15 08:00:00,189756
456,45371.0,1.2706,1.26912,1.2696,1.27463,1.26712,2012-06-17 08:00:00,45371
457,270372.0,1.2621,1.2696,1.26106,1.27242,1.25561,2012-06-18 08:00:00,270372
458,245207.0,1.2644,1.26106,1.26735,1.27295,1.25675,2012-06-19 08:00:00,245207
459,250325.0,1.2689,1.26735,1.26698,1.27421,1.26358,2012-06-20 08:00:00,250325
460,250760.0,1.2617,1.26698,1.2552,1.26979,1.25303,2012-06-21 08:00:00,250760
461,185624.0,1.2549,1.25519,1.25663,1.25824,1.25183,2012-06-22 08:00:00,185624
462,18327.0,1.2537,1.25449,1.25412,1.25578,1.25272,2012-06-24 08:00:00,18327
463,176963.0,1.2497,1.25412,1.25064,1.25417,1.247,2012-06-25 08:00:00,176963
464,200982.0,1.2489,1.25065,1.24974,1.25295,1.24408,2012-06-26 08:00:00,200982
465,177928.0,1.2478,1.24975,1.2516,1.25231,1.24443,2012-06-27 08:00:00,177928
466,248876.0,1.246,1.2516,1.25841,1.26263,1.24062,2012-06-28 08:00:00,248876
467,223527.0,1.2622,1.2584,1.26536,1.26916,1.25517,2012-06-29 08:00:00,223527
468,29172.0,1.2637,1.26752,1.2624,1.26769,1.26133,2012-07-01 08:00:00,29172
469,167241.0,1.2605,1.2624,1.25949,1.26665,1.2567,2012-07-02 08:00:00,167241
470,143336.0,1.2592,1.2595,1.25864,1.26262,1.25581,2012-07-03 08:00:00,143336
471,122740.0,1.2555,1.25863,1.25256,1.25995,1.25069,2012-07-04 08:00:00,122740
472,197615.0,1.2436,1.25256,1.23788,1.25363,1.23627,2012-07-05 08:00:00,197615
473,154841.0,1.2336,1.23787,1.22841,1.24002,1.2259,2012-07-06 08:00:00,154841
474,27525.0,1.2278,1.22592,1.22879,1.22954,1.22546,2012-07-08 08:00:00,27525
475,147142.0,1.2296,1.22878,1.22824,1.23231,1.22705,2012-07-09 08:00:00,147142
476,152713.0,1.2276,1.22824,1.2252,1.23326,1.2234,2012-07-10 08:00:00,152713
477,163493.0,1.2254,1.2252,1.22375,1.22957,1.22116,2012-07-11 08:00:00,163493
478,168799.0,1.22,1.22377,1.22082,1.22439,1.21656,2012-07-12 08:00:00,168799
479,122518.0,1.2211,1.22083,1.2243,1.22555,1.21611,2012-07-13 08:00:00,122518
480,15980.0,1.2243,1.22654,1.22387,1.22694,1.22305,2012-07-15 08:00:00,15980
481,151671.0,1.224,1.22387,1.23014,1.23122,1.21744,2012-07-16 08:00:00,151671
482,171101.0,1.2269,1.23014,1.22806,1.23158,1.21878,2012-07-17 08:00:00,171101
483,170120.0,1.2261,1.22806,1.22858,1.22963,1.22158,2012-07-18 08:00:00,170120
484,194114.0,1.2275,1.22859,1.2262,1.23234,1.2228,2012-07-19 08:00:00,194114
485,143874.0,1.2206,1.22621,1.21501,1.22763,1.21432,2012-07-20 08:00:00,143874
486,38834.0,1.2121,1.21183,1.2112,1.21329,1.21046,2012-07-22 08:00:00,38834
487,187588.0,1.2108,1.21121,1.21254,1.21436,1.2066,2012-07-23 08:00:00,187588
488,199539.0,1.2086,1.21256,1.20725,1.2131,1.20411,2012-07-24 08:00:00,199539
489,208780.0,1.2126,1.20726,1.21282,1.21692,1.20524,2012-07-25 08:00:00,208780
490,246418.0,1.2241,1.21282,1.22857,1.23283,1.21164,2012-07-26 08:00:00,246418
491,232662.0,1.231,1.22857,1.23146,1.23889,1.22405,2012-07-27 08:00:00,232662
492,27035.0,1.2295,1.22945,1.22919,1.23094,1.22826,2012-07-29 08:00:00,27035
493,181499.0,1.2262,1.22918,1.22845,1.22964,1.22241,2012-07-30 08:00:00,181499
494,197044.0,1.2287,1.22845,1.22949,1.23291,1.22476,2012-07-31 08:00:00,197044
495,197685.0,1.2283,1.22949,1.22457,1.23353,1.22168,2012-08-01 08:00:00,197685
496,248626.0,1.2227,1.22457,1.21749,1.2404,1.21326,2012-08-02 08:00:00,248626
497,192786.0,1.228,1.21749,1.23837,1.23912,1.21718,2012-08-03 08:00:00,192786
498,40722.0,1.2404,1.23911,1.23904,1.2442,1.2382,2012-08-05 08:00:00,40722
499,161300.0,1.2385,1.23904,1.23992,1.24283,1.23405,2012-08-06 08:00:00,161300
500,168760.0,1.241,1.23992,1.23941,1.24408,1.23748,2012-08-07 08:00:00,168760
501,167102.0,1.2363,1.23941,1.23771,1.2397,1.23256,2012-08-08 08:00:00,167102
502,170461.0,1.2315,1.23772,1.22914,1.23842,1.22657,2012-08-09 08:00:00,170461
503,121999.0,1.228,1.22914,1.2286,1.23157,1.22403,2012-08-10 08:00:00,121999
504,22936.0,1.2282,1.22888,1.22894,1.23003,1.22597,2012-08-12 08:00:00,22936
505,144145.0,1.2329,1.22893,1.23419,1.23724,1.22709,2012-08-13 08:00:00,144145
506,149339.0,1.2345,1.23419,1.23227,1.23845,1.23153,2012-08-14 08:00:00,149339
507,118812.0,1.2295,1.23224,1.2282,1.23423,1.2263,2012-08-15 08:00:00,118812
508,147541.0,1.2316,1.2282,1.23466,1.23716,1.22548,2012-08-16 08:00:00,147541
509,123304.0,1.2339,1.23466,1.23289,1.23809,1.22877,2012-08-17 08:00:00,123304
510,18403.0,1.233,1.23446,1.23313,1.23485,1.232,2012-08-19 08:00:00,18403
511,127536.0,1.2334,1.23311,1.23521,1.23678,1.22942,2012-08-20 08:00:00,127536
512,175876.0,1.2437,1.23523,1.24593,1.24864,1.23498,2012-08-21 08:00:00,175876
513,181045.0,1.2484,1.24591,1.25465,1.25518,1.24301,2012-08-22 08:00:00,181045
514,178576.0,1.2556,1.25463,1.256,1.25883,1.25276,2012-08-23 08:00:00,178576
515,145014.0,1.2525,1.256,1.25104,1.25632,1.24803,2012-08-24 08:00:00,145014
516,23550.0,1.2508,1.25052,1.25087,1.25228,1.24969,2012-08-26 08:00:00,23550
517,114604.0,1.2509,1.25087,1.24798,1.25347,1.24642,2012-08-27 08:00:00,114604
518,161828.0,1.254,1.24798,1.25542,1.25754,1.24755,2012-08-28 08:00:00,161828
519,151852.0,1.2543,1.25542,1.25367,1.25722,1.25175,2012-08-29 08:00:00,151852
520,146014.0,1.253,1.25369,1.25156,1.2563,1.24861,2012-08-30 08:00:00,146014
521,191078.0,1.2574,1.25156,1.25663,1.26363,1.24924,2012-08-31 08:00:00,191078
522,25085.0,1.2571,1.25672,1.25726,1.25851,1.2559,2012-09-02 08:00:00,25085
523,112576.0,1.2581,1.25726,1.26153,1.26266,1.25615,2012-09-03 08:00:00,112576
524,165482.0,1.2579,1.26153,1.25348,1.26256,1.25215,2012-09-04 08:00:00,165482
525,196053.0,1.2572,1.2535,1.26078,1.26234,1.25005,2012-09-05 08:00:00,196053
526,216489.0,1.2614,1.26078,1.26333,1.26504,1.25602,2012-09-06 08:00:00,216489
527,193424.0,1.2728,1.26333,1.28154,1.28157,1.26308,2012-09-07 08:00:00,193424
528,20248.0,1.2792,1.28069,1.27855,1.28095,1.27819,2012-09-09 08:00:00,20248
529,152291.0,1.278,1.27856,1.27743,1.28025,1.27535,2012-09-10 08:00:00,152291
530,187102.0,1.2819,1.27742,1.28594,1.28703,1.27575,2012-09-11 08:00:00,187102
531,238649.0,1.289,1.28595,1.29214,1.29355,1.28137,2012-09-12 08:00:00,238649
532,227904.0,1.2932,1.29213,1.30237,1.30275,1.2854,2012-09-13 08:00:00,227904
533,210449.0,1.3092,1.30235,1.31286,1.31676,1.30174,2012-09-14 08:00:00,210449
534,22549.0,1.312,1.31164,1.31253,1.31396,1.31035,2012-09-16 08:00:00,22549
535,185596.0,1.3116,1.31254,1.3098,1.31708,1.30823,2012-09-17 08:00:00,185596
536,187758.0,1.3061,1.30981,1.30479,1.31137,1.30282,2012-09-18 08:00:00,187758
537,196540.0,1.3041,1.30481,1.30033,1.30838,1.29921,2012-09-19 08:00:00,196540
538,207181.0,1.2958,1.30033,1.29752,1.30135,1.29183,2012-09-20 08:00:00,207181
539,191729.0,1.3,1.29752,1.29784,1.30466,1.29543,2012-09-21 08:00:00,191729
540,22831.0,1.2953,1.29741,1.29488,1.29881,1.29264,2012-09-23 08:00:00,22831
541,138622.0,1.2923,1.29487,1.29342,1.29716,1.28897,2012-09-24 08:00:00,138622
542,189209.0,1.2925,1.29342,1.28981,1.29696,1.28848,2012-09-25 08:00:00,189209
543,172617.0,1.2861,1.28983,1.28789,1.28993,1.28341,2012-09-26 08:00:00,172617
544,207975.0,1.2881,1.28787,1.29293,1.29414,1.28274,2012-09-27 08:00:00,207975
545,191135.0,1.29,1.29292,1.28551,1.29587,1.28376,2012-09-28 08:00:00,191135
546,28397.0,1.2817,1.28432,1.28194,1.28487,1.28026,2012-09-30 08:00:00,28397
547,159139.0,1.289,1.28193,1.28928,1.29379,1.28154,2012-10-01 08:00:00,159139
548,159626.0,1.2919,1.28927,1.29016,1.29668,1.28793,2012-10-02 08:00:00,159626
549,157199.0,1.2907,1.29016,1.29244,1.2936,1.28765,2012-10-03 08:00:00,157199
550,169204.0,1.2977,1.29244,1.30117,1.30305,1.29182,2012-10-04 08:00:00,169204
551,143176.0,1.3026,1.30117,1.3032,1.30704,1.29929,2012-10-05 08:00:00,143176
552,17103.0,1.3006,1.30224,1.29893,1.30242,1.29821,2012-10-07 08:00:00,17103
553,120927.0,1.2969,1.29893,1.29851,1.29927,1.29364,2012-10-08 08:00:00,120927
554,182522.0,1.291,1.29851,1.28555,1.29901,1.2834,2012-10-09 08:00:00,182522
555,163549.0,1.2874,1.28555,1.28647,1.29124,1.28241,2012-10-10 08:00:00,163549
556,143664.0,1.2909,1.28647,1.29264,1.29507,1.28431,2012-10-11 08:00:00,143664
557,128874.0,1.2961,1.29262,1.29527,1.29906,1.29228,2012-10-12 08:00:00,128874
558,27307.0,1.2914,1.29522,1.29027,1.29593,1.28895,2012-10-14 08:00:00,27307
559,132089.0,1.2946,1.29028,1.29611,1.29777,1.28954,2012-10-15 08:00:00,132089
560,171395.0,1.3037,1.2961,1.30918,1.3123,1.29573,2012-10-16 08:00:00,171395
561,155066.0,1.3114,1.30918,1.30876,1.31384,1.30844,2012-10-17 08:00:00,155066
562,153795.0,1.3092,1.30875,1.30685,1.31276,1.30548,2012-10-18 08:00:00,153795
563,127889.0,1.3042,1.30686,1.30207,1.30755,1.3012,2012-10-19 08:00:00,127889
564,16271.0,1.3031,1.30188,1.30361,1.30492,1.30141,2012-10-21 08:00:00,16271
565,134605.0,1.3056,1.30362,1.30519,1.30823,1.30234,2012-10-22 08:00:00,134605
566,153233.0,1.2992,1.30522,1.29867,1.30583,1.29508,2012-10-23 08:00:00,153233
567,167062.0,1.2958,1.29867,1.29696,1.29955,1.29191,2012-10-24 08:00:00,167062
568,155550.0,1.2975,1.29695,1.2937,1.30219,1.29258,2012-10-25 08:00:00,155550
569,151361.0,1.2924,1.2937,1.29394,1.29543,1.28813,2012-10-26 08:00:00,151361
570,14925.0,1.2926,1.29388,1.2931,1.29445,1.29136,2012-10-28 08:00:00,14925
571,105214.0,1.2904,1.2931,1.29071,1.29333,1.2884,2012-10-29 08:00:00,105214
572,103948.0,1.2948,1.29072,1.29585,1.29825,1.2885,2012-10-30 08:00:00,103948
573,148682.0,1.298,1.29584,1.29629,1.30193,1.29454,2012-10-31 08:00:00,148682
574,137081.0,1.2948,1.29629,1.29295,1.29814,1.29237,2012-11-01 08:00:00,137081
575,161334.0,1.2865,1.29295,1.28371,1.29374,1.28201,2012-11-02 08:00:00,161334
576,21839.0,1.2825,1.2816,1.2824,1.28382,1.28145,2012-11-04 08:00:00,21839
577,140987.0,1.2791,1.2824,1.27841,1.28413,1.27662,2012-11-05 08:00:00,140987
578,172159.0,1.2803,1.27842,1.28571,1.28738,1.27623,2012-11-06 08:00:00,172159
